coefficient,Estimate,Std.Error,AdjustedSE,zvalue,Pr(>|z|),mod_number,mod_names
vacTotal,0.09328549946524138,0.08485769321590109,0.08564433857781868,1.0892196847370097,0.276057,16,DP
DPSIRUSE:sanTotal,-1.4986627175272995,0.7205547602162249,0.7288755843603054,2.056129673821623,0.03977,16,DP
(Intercept),0,0,0,NA,NA,17,PS
incomeHIC,0.3128862564703255,0.47451838773246674,0.47731770258714257,0.6555094327623491,0.5121398,17,PS
x0008,0.8623500702664199,0.4362676772410508,0.4385234076083313,1.9664858370265854,0.0492425,17,PS
incomeHIC:x0008,-1.282585536521383,0.39954044291589164,0.40627427885874956,3.156944958770828,0.0015943,17,PS
MonitoringandSurveillance,-0.3569795419197214,0.15498259115099894,0.1569464025783433,2.2745315346844417,0.022934,17,PS
DPSIRRESISTANCE,-0.23759097755803912,0.2293424124893396,0.23105193203711943,1.0283011938626385,0.3038082,17,PS
RESPONSE,-0.2422777180097456,0.2016961832195016,0.20356943838931799,1.190147793925725,0.2339883,17,PS
workTotal,-0.22145764732199313,0.1734812232034044,0.17526368890423513,1.263568333558234,0.206385,17,PS
sanTotal,0.01689457901478292,0.18349485532351006,0.18542624680296424,0.09111212304661091,0.9274035,17,PS
General,-0.2102977756915544,0.14097458190869264,0.1428682628680132,1.4719698515956268,0.141029,17,PS
incomeHIC:MonitoringandSurveillance,-0.8962016016772957,0.5034211201722247,0.5119057561922213,1.7507160074612849,0.0799948,17,PS
DPSIRRESISTANCE:workTotal,0.7467564131766644,0.3258063814894242,0.33129750700871946,2.254035715267276,0.0241939,17,PS
infTotal,-0.011989289438358166,0.1213540393595199,0.12318089041326483,0.0973307580269536,0.9224637,17,PS
AwarenessandEducation,0.0801050234467191,0.19646884119421898,0.19854132326241242,0.4034677624307165,0.6866041,17,PS
vacTotal,0.07110037500145852,0.11675647251128203,0.11864914528546631,0.5992489438536884,0.5490069,17,PS
DPSIRRESISTANCE:MonitoringandSurveillance,0.06946653791695634,0.5013185569989598,0.5097677565175475,0.13627095285804944,0.8916071,17,PS
meantmpAreaPop,0.16295288761084925,0.24752832610056458,0.2487698734437883,0.6550346525286547,0.5124454,17,PS
incomeHIC:infTotal,-0.04405449408978884,0.13663711170063542,0.13893998719224548,0.3170757028272391,0.7511862,17,PS
incomeHIC:sanTotal,-1.237740985021238,1.793601364543763,1.8238306380750695,0.6786490802279702,0.4973602,17,PS
DPSIRRESISTANCE:RESPONSE,0.17219926306601982,0.37670540200667213,0.38305437723778607,0.4495426062162575,0.6530403,17,PS
incomeHIC:meantmpAreaPop,0.7806776602467166,0.24294412173128735,0.24703869059916184,3.160143289106979,0.0015769,17,PS
incomeHIC:RESPONSE,-0.24572619771284845,0.5203154102548503,0.529084781849942,0.464436336372534,0.6423352,17,PS
AwarenessandEducation:incomeHIC,-0.6427816766677875,0.4154210977061127,0.42242258546224404,1.5216555619638834,0.1280954,17,PS
(Intercept),0,0,0,NA,NA,18,SE
infTotal,0.27371018767404304,0.19597906164182677,0.2012112334220284,1.3603126575937858,0.173731,18,SE
meantmpAreaPop,0.5139486679707951,0.17556228193266651,0.18112170407639105,2.8375874144493958,0.0045456,18,SE
workTotal,0.6245029637479907,0.533007225645755,0.5401758151354588,1.1561105592840832,0.2476359,18,SE
incomeHIC,-5.126107376874278,13.150298079382246,13.278215759571973,0.3860539299626142,0.6994567,18,SE
sanTotal,-2.110508811186665,3.671254709850878,3.714553334792083,0.568172972889834,0.5699175,18,SE
incomeHIC:sanTotal,30.269020249476313,16.328145670915557,16.93030313250631,1.7878605015263764,0.0737985,18,SE
x0008,-0.5957756312438548,0.9316567874430142,0.9361410353012484,0.6364165321009941,0.524505,18,SE
incomeHIC:x0008,1.8040473105229269,0.4658463922049235,0.4830261067098589,3.734885724523728,1.878e-4,18,SE
MonitoringandSurveillance,0.23728337756592863,1.8661192536965852,1.8827438279908564,0.12603062298663448,0.8997077,18,SE
incomeHIC:workTotal,-2.649112335656731,1.6661029801914133,1.7275463529736574,1.53345369349816,0.1251641,18,SE
incomeHIC:infTotal,-0.29154785424356205,0.2154004987043545,0.2233441452236425,1.305374958235976,0.1917652,18,SE
incomeHIC:MonitoringandSurveillance,-9.057793665250701,4.8374445888785145,5.015842271807911,1.8058370208650736,0.0709438,18,SE
General,-0.34663174290129295,0.3476769667949629,0.3542872415026184,0.9783918309650197,0.3278806,18,SE
DPSIRDRI,-0.8355570040389315,2.3355043527215074,2.3495512185596197,0.35562408575675375,0.7221221,18,SE
DPSIRDRI:sanTotal,5.798332814768962,2.2647442089531338,2.348264570144222,2.4691991219766387,0.0135416,18,SE
RESPONSE,-0.2775445899947523,0.4893319449729037,0.49632197869602074,0.5592026988688694,0.5760234,18,SE
vacTotal,0.6358126437256365,1.504032168200952,1.5205133360562884,0.41815657163173947,0.6758326,18,SE
incomeHIC:vacTotal,-13.834007718916943,8.084390858058292,8.38253103733579,1.6503377866780664,0.0988739,18,SE
GDPcap_mean,-0.43509836635509996,0.16259677169139597,0.16839250430881356,2.5838345248264543,0.0097709,18,SE
DPSIRDRI:infTotal,0.09157698268207103,0.2351738442568491,0.24384670202921013,0.3755514506450086,0.7072504,18,SE
AwarenessandEducation,0.4387262850567009,1.1884610509563924,1.2012541901928955,0.36522352108195433,0.7149446,18,SE
incomeHIC:RESPONSE,2.4892375498696278,1.5455814867255526,1.6025802080430684,1.5532686210503424,0.120359,18,SE
AwarenessandEducation:incomeHIC,-4.768675420226128,2.6530481253075973,2.7508885510859487,1.733503677691207,0.0830062,18,SE
General:incomeHIC,1.648783335352322,1.067374671966241,1.1067378449799596,1.4897686410842645,0.1362851,18,SE
DPSIRDRI:workTotal,0.7340666655426422,0.6195829408227679,0.6424322280847825,1.1426367380899307,0.2531894,18,SE
gini,0.13246793488591424,0.2219378540895782,0.22744016416411045,0.5824298244453052,0.5602772,18,SE
